period,network,station,name,x,y
after_2007,0005,F012627,Alt Camp - 43098-0005,356366,4568503
after_2007,0005,F012628,Baixa Garrotxa-Pla de l'Estany - 17019-0015,476267.4,4671913.14
after_2007,0005,F012629,Detrític neogen de l'Empordà - 17058-0013,483891.63,4669708.38
after_2007,0005,F012630,"Al·luvials del Ter Mig, Brugent i Llémena - 17189-0025",468991.79,4646642.9
after_2007,0005,F012631,Detrític neogen de l'Empordà - 17071-0031,483698.29,4663975.34
after_2007,0005,F012632,Baixa Garrotxa-Pla de l'Estany - 17174-0020,474002.69,4663871.03
after_2007,0005,F012639,Plioquaternari de l'Onyar - 17150-0035,483826.39,4637950.33
after_2007,0005,F012651,Montseny-Guilleries - 08241-0019,448497.53,4638957.66
after_2007,0005,F012665,Plioquaternari de l'Onyar - 17038-0005,487203,4639312
after_2007,0005,F012666,Plana de Vic - Collsacabra - 08254-0053,447266,4655533
after_2007,0005,F012668,Llaberia - Prades meridional - 43167-0013,328405.5,4552396.38
after_2007,0005,F012669,Fluviovolcànic de la Garrotxa - 17207-0056,453377,4666011
after_2007,0005,F012691,Detrítics terciaris del Llobregat mig - 08191-0019,409279,4626275
after_2007,0005,F012692,N/D - Subterrània - 08092-0004,407431.31,4654152.83
after_2007,0005,F012693,Detrítics terciaris del Llobregat mig - 08262-0011,405268.67,4612939.76
after_2007,0005,F012694,Calcàries de Tàrrega - 25219-0001,356870.77,4621480.67
after_2007,0005,F012695,Garraf - 08058-0019,382807.93,4567701.32
after_2007,0005,F012696,Sorres de Santa Oliva - 43020-0021,379670.72,4569854.02
after_2007,0005,F012699,Baixa Garrotxa-Pla de l'Estany - 17200-0006,469805.55,4675085.97
after_2007,0005,F012705,Garraf - 08058-0062,388010,4567059
after_2007,0005,F012706,Baixa Garrotxa-Pla de l'Estany - 17071-0030,480673.4,4666346.5
after_2007,0005,F012708,Calcàries de Tàrrega - 25085-0014,366144.85,4616227.69
after_2007,0005,F012714,Vall baixa i Delta del Llobregat - 08169-1107,423854.83,4575583.99
after_2007,0005,F012715,Vall baixa i Delta del Llobregat - 08169-1108,423850.83,4575591.39
after_2007,0005,F012762,Al·luvials de l'alta i mitjana Tordera - 17027-0020,462853.8,4622031.71
after_2007,0005,F012807,Al·luvial d'Urgell - 25027-0007,337205.77,4615975.52
after_2007,0005,F012809,N/D - Subterrània - 17008-0029,469554,4644444
after_2007,0005,F012810,N/D - Subterrània - 17116-0005,463218.43,4643553.55
after_2007,0005,F012838,Al·luvials de l'alta i mitjana Tordera - 08202-0003,460006,4617125
after_2007,0005,F012936,Massís Axial Pirenaic_Cat - 25025-0006,332678.51,4730190.74
after_2007,0005,F012937,Massís Axial Pirenaic_Cat - 25247-0002,313920,4736084
after_2007,0005,F012943,N/D - Subterrània - 25150-0001,352963,4639331
after_2007,0005,F012944,N/D - Subterrània - 25034-0035,342987,4638215
after_2007,0005,F012964,Cadí-Port del Comte - 25148-0021,367856,4666446
after_2007,0005,F012965,N/D - Subterrània - 08171-0006,419465,4651584
after_2007,0005,F012975,Detrítics terciaris del Llobregat mig - 08192-0011,403555.18,4626652.93
after_2007,0005,F012976,Detrítics terciaris del Llobregat mig - 08192-0008,404477.18,4625805.92
after_2007,0005,F012978,Serres marginals catalanes - 25002-0017 superficial,314178,4652212
after_2007,0005,F012979,La Cerdanya - 17141-0009,412627,4698061
after_2007,0005,F012980,La Cerdanya - 17141-0021,411257,4697657
after_2007,0005,F012981,La Cerdanya - 25051-0020,401850,4690722
after_2007,0005,F012982,La Cerdanya - 25051-0029,401297.15,4688144.04
after_2007,0005,F012983,La Cerdanya - 25175-0034,403887.68,4691640.02
after_2007,0005,F012984,Cadí-Port del Comte - 25139-0008,390006.61,4686096.12
after_2007,0005,F012986,Vall baixa i Delta del Llobregat - 08019-0566,427412.24,4575049.49
after_2007,0005,F012987,Vall baixa i Delta del Llobregat - 08019-0567,427867.08,4576005.35
after_2007,0005,F012988,Vall baixa i Delta del Llobregat - 08019-0568,427659.75,4575565
after_2007,0005,F012989,Vall baixa i Delta del Llobregat - 08019-0569,426912.99,4575280.62
after_2007,0005,F012990,Vall baixa i Delta del Llobregat - 08019-0570,427707.05,4577391.88
after_2007,0005,F012991,Vall baixa i Delta del Llobregat - 08019-0573,427572.14,4576202.35
after_2007,0005,F012992,Vall baixa i Delta del Llobregat - 08019-0574,428290.46,4577228.01
after_2007,0005,F012993,Vall baixa i Delta del Llobregat - 08169-1139,425341.2,4572996.62
after_2007,0005,F012994,Vall baixa i Delta del Llobregat - 08169-1140,425713.03,4573487.79
after_2007,0005,F012995,Vall baixa i Delta del Llobregat - 08169-1142,424076.24,4573944.47
after_2007,0005,F012996,Vall baixa i Delta del Llobregat - 08169-1144,425079.62,4574063.68
after_2007,0005,F012997,Vall baixa i Delta del Llobregat - 08169-1141,425804.43,4574632.55
after_2007,0005,F012998,Vall baixa i Delta del Llobregat - 08169-1143,426197.71,4573114.97
after_2007,0005,F013008,Al·luvials de la baixa i delta de la Tordera - 08155-0171,479360,4614808
after_2007,0005,F013009,N/D - Subterrània - 25023-0003,295295,4615788
after_2007,0005,F013010,N/D - Subterrània - 43096-0014,319703.4,4570729.9
after_2007,0005,F013011,N/D - Subterrània - 25253-0003,328498.57,4580915.92
after_2007,0005,F013012,N/D - Subterrània - 25073-0003,321646,4587931
after_2007,0005,F013014,Vall baixa i Delta del Llobregat - 08019-0565,428357.92,4577027.01
after_2007,0005,F013015,Vall baixa i Delta del Llobregat - 08019-0571,428835.95,4577588.52
after_2007,0005,F013016,Vall baixa i Delta del Llobregat - 08019-0572,428188.91,4576519.96
after_2007,0005,F013051,Detrític neogen del Vallès - 08279-0106,417101,4600085.78
after_2007,0005,F013059,Detrític neogen del Penedès - 08161-0003,397981.09,4596752.46
after_2007,0005,F013060,Bloc del Gaià-Bonastre - 08094-0003,391111.49,4580849.65
after_2007,0005,F013061,Fluviodeltaic del Baix Ter - 17070-0049,506904,4653958
after_2007,0005,F014016,Baix Camp - 43092-0212,329099,4544972
after_2007,0005,F014101,Al·luvial de Tortosa - 43006-0077,289391,4528938
after_2007,0005,F014102,Cardó - Vandellòs - 43149-0054,290666,4531629
after_2007,0005,F014103,Al·luvial de Tortosa - 43014-0140,293811,4513185
after_2007,0005,F014104,Fossa de Móra - 43084-0026,298265,4546077
after_2007,0005,F014105,Priorat - 43015-0004,328241,4567799
after_2007,0005,F014107,Delta de l'Ebre - 43014-0281,297440,4504412
after_2007,0005,F014138,N/D - Subterrània - 17034-0091,505778,4632941
after_2007,0005,F014139,Al·luvials de la Baixa Costa Brava - 17034-0062,507714.4,4633067.7
after_2007,0005,F014140,Al·luvials de l'alta i mitjana Tordera - 08259-0015,453956.6,4616654
after_2007,0005,F014160,Prelitoral del Vallès - 08051-0088,422874.82,4608172.06
after_2007,0005,F014161,Prelitoral del Vallès - 08120-0024,418527.78,4606327.48
after_2007,0005,F014162,Prelitoral del Vallès - 08023-0086,436011.1,4613775.7
after_2007,0005,F014167,Maresme - 08261-0039,477011.9,4609429.6
after_2007,0005,F014171,Prelitoral del Vallès - 08023-0087,433321.82,4615594.39
after_2007,0005,F014255,Garraf - 43037-0021,379958,4562530
after_2007,0005,F014304,Al·luvial d'Urgell - 25252-0003,324610,4613171
after_2007,0005,F014305,Prelitoral del Vallès - 08023-0089,431962.52,4611882.78
after_2007,0005,F014396,Vall baixa i Delta del Llobregat - 08169-0389,427694.52,4573875.86
after_2007,0005,F014398,Vall baixa i Delta del Llobregat - 08169-1165,427360,4574130
after_2007,0005,F014399,Vall baixa i Delta del Llobregat - 08169-1167,428330,4574315
after_2007,0005,F014400,Vall baixa i Delta del Llobregat - 08169-1166,427386,4573607
after_2007,0005,F014401,Al·luvials del Vallès - 08180-0007,429932.97,4593814.67
after_2007,0005,F014404,Baix Francolí - 43047-0050,350928,4558533
after_2007,0005,F014431,Al·luvials del Vallès - 08209-0034,435044.01,4597035.64
after_2007,0005,F014434,Detrític neogen de l'Empordà - 17115-0017,491762.64,4675049.51
after_2007,0005,F014476,Calcàries de l'Alt Foix-Gaià - 43001-0036,367172.98,4582167.83
after_2007,0005,F014640,Fluviovolcànic de la Garrotxa - 17139-0015,455808,4666905
after_2007,0005,F014641,Fluviovolcànic de la Garrotxa - 17114-0027,457055.83,4668670.96
after_2007,0005,F014642,Fluviovolcànic de la Garrotxa - 17207-0021,454532.3,4663070.84
after_2007,0005,F014643,Fluviovolcànic de la Garrotxa - 17208-0013,454932,4673576
after_2007,0005,F014644,Fluviovolcànic de la Garrotxa - 17207-0034,453182,4663146
after_2007,0005,F014645,Fluviovolcànic de la Garrotxa - 17207-0035,452369.56,4666681.62
after_2007,0005,F014646,Fluviovolcànic de la Garrotxa - 17208-0022,456469,4673295
after_2007,0005,F014647,Fluviovolcànic de la Garrotxa - 17184-0048,466041,4666163
after_2007,0005,F014648,Fluviovolcànic de la Garrotxa - 17139-0019,456137,4667114
after_2007,0005,F014649,Fluviovolcànic de la Garrotxa - 17114-0079,456613,4668618
after_2007,0005,F014650,Fluviovolcànic de la Garrotxa - 17139-0020,455677,4668276
after_2007,0005,F014651,Fluviovolcànic de la Garrotxa - 17207-0082,454213,4665155
after_2007,0005,F014652,Fluviovolcànic de la Garrotxa - 17207-0083,454031.53,4662351.9
after_2007,0005,F014653,Fluviovolcànic de la Garrotxa - 17207-0084,453983.04,4663619.1
after_2007,0005,F014654,Fluviovolcànic de la Garrotxa - 17139-0016,455921.57,4667037.59
after_2007,0005,F014655,Fluviovolcànic de la Garrotxa - 17185-0048,461870,4671868
after_2007,0005,F014656,Fluviovolcànic de la Garrotxa - 17207-0090,453627,4668301
after_2007,0005,F014657,Fluviovolcànic de la Garrotxa - 17185-0018,457787,4672931
after_2007,0005,F014658,Fluviovolcànic de la Garrotxa - 17208-0034,457282.22,4673366.5
after_2007,0005,F014659,Fluviovolcànic de la Garrotxa - 17207-0091,454416,4666248
after_2007,0005,F014660,Fluviovolcànic de la Garrotxa - 17139-0022,455767,4667495
after_2007,0005,F014661,Fluviovolcànic de la Garrotxa - 17207-0069,455021,4665614
after_2007,0005,F014662,Fluviovolcànic de la Garrotxa - 17139-0013,455327,4665666
after_2007,0005,F014663,Fluviovolcànic de la Garrotxa - 17114-0077,457538,4668379
after_2007,0005,F014664,Fluviovolcànic de la Garrotxa - 17207-0080,453378,4666917
after_2007,0005,F014666,Fluviovolcànic de la Garrotxa - 17207-0088,453606.27,4667076.61
after_2007,0005,F014676,Plioquaternari de l'Onyar - 17079-0082,485413.47,4647275.34
after_2007,0005,F014677,Al·luvials de l'Albera i Cap de Creus - 17092-0019,512663,4690414
after_2007,0005,F014809,Plioquaternari de l'Onyar - 17215-0011,481423,4645113
after_2007,0005,F014834,Plana de Vic - Collsacabra - 08283-0062,439255.2,4634674.37
after_2007,0005,F014870,Plana de Vic - Collsacabra - 08220-0059,443398.05,4637980.78
after_2007,0005,F014871,Plana de Vic - Collsacabra - 08116-0029,444060.44,4648022.1
after_2007,0005,F014883,Plana de Vic - Collsacabra - 08220-0060,443435.04,4642411.05
after_2007,0005,F014884,Al·luvials de l'Albera i Cap de Creus - 17140-0010,516733.82,4686847.46
after_2007,0005,F014885,Plana de Vic - Collsacabra - 08116-0030,444768,4647158
after_2007,0005,F014890,Cubeta d'Abrera - 08076-0150,409148.08,4598243.74
after_2007,0005,F014891,Plana de Vic - Collsacabra - 08037-0041,440603.56,4642158.4
after_2007,0005,F014896,Maresme - 08235-0094,467432,4605791
after_2007,0005,F014897,Vall baixa i Delta del Llobregat - 08157-0082,416516.8,4586730.74
after_2007,0005,F014898,Cubeta de Sant Andreu - 08196-0055,415136.07,4588486.75
after_2007,0005,F014899,Cubeta d'Abrera - 08076-0151,406592.28,4601644.27
after_2007,0005,F014900,Cubeta d'Abrera - 08147-0091,407734.48,4598592.25
after_2007,0005,F014901,Plana de Vic - Collsacabra - 08112-0061,438768.41,4649589.22
after_2007,0005,F014902,Plana de Vic - Collsacabra - 08112-0062,438768.94,4649592.42
after_2007,0005,F014903,Calcàries de Tàrrega - 25911-0008,353476.46,4623573.54
after_2007,0005,F014909,Maresme - 08040-0064,465201.81,4604275.29
after_2007,0005,F014910,Maresme - 08007-0153,461867.68,4604917.41
after_2007,0005,F014911,Baixa Garrotxa-Pla de l'Estany - 17015-0043,479516.89,4664998.41
after_2007,0005,F014940,Plioquaternari de l'Onyar - 17155-0043,483297,4646191
after_2007,0005,F014941,Baixa Garrotxa-Pla de l'Estany - 17079-0088,483221.47,4648212.35
after_2007,0005,F014973,Maresme - 08197-0171,457863,4601330
after_2007,0005,F015085,Detrític neogen de l'Empordà - 17218-0101,488592.14,4669332.81
after_2007,0005,F015086,Paleògens del Baix Ter - 17902-0084,507287.1,4647398.77
after_2007,0005,F015209,Detrítics terciaris del Llobregat mig - 08061-0003,404296,4614932
after_2007,0005,F015210,Detrítics terciaris del Llobregat mig - 08061-0006,404445,4614820
after_2007,0005,F015211,Detrítics terciaris del Llobregat mig - 08061-0007,404179,4614968
after_2007,0005,F015212,Detrítics terciaris del Llobregat mig - 08127-0016,404357.02,4605206.89
after_2007,0005,F015213,Alta Anoia - 08178-0001,391301.96,4621034.71
after_2007,0005,F015214,Detrítics terciaris del Llobregat mig - 08274-0009,396438,4631040
after_2007,0005,F015215,Detrítics terciaris del Llobregat mig - 08274-0010,396999,4631754
after_2007,0005,F015216,Detrítics terciaris del Llobregat mig - 08047-0022,389155.96,4639406.35
after_2007,0005,F015217,Detrítics terciaris del Llobregat mig - 08047-0023,387315.85,4639298.57
after_2007,0005,F015218,Detrítics terciaris del Llobregat mig - 08274-0032,396029.22,4632780.99
after_2007,0005,F015219,Detrítics terciaris del Llobregat mig - 08191-0038,406814,4631640
after_2007,0005,F015220,Detrítics terciaris del Llobregat mig - 08018-0016,407387,4633736
after_2007,0005,F015221,Detrítics terciaris del Llobregat mig - 08191-0037,408731.91,4629308.89
after_2007,0005,F015222,Detrítics terciaris del Llobregat mig - 08192-0014,404655.9,4628124.92
after_2007,0005,F015223,Detrítics terciaris del Llobregat mig - 08191-0039,408679,4628692
after_2007,0005,F015224,Detrítics terciaris del Llobregat mig - 08192-0015,405346.18,4625856.91
after_2007,0005,F015225,Detrítics terciaris del Llobregat mig - 08192-0016,403577.89,4627576.23
after_2007,0005,F015226,Detrítics terciaris del Llobregat mig - 08218-0009,400400.15,4623024.94
after_2007,0005,F015227,Detrítics terciaris del Llobregat mig - 08274-0033,396186.5,4630982.29
after_2007,0005,F015228,Detrítics terciaris del Llobregat mig - 08113-0011,401166.12,4618762.93
after_2007,0005,F015231,Vall baixa i Delta del Llobregat - 08169-0822,423621.52,4576850.92
after_2007,0005,F015365,Fluviodeltaic del Baix Ter - 17085-0023,500466.57,4657505.24
after_2007,0005,F015370,Fluviodeltaic del Fluvià - Muga - 17135-0031,494936.86,4684177.12
after_2007,0005,F015374,Fluviodeltaic del Fluvià - Muga - 17135-0030,495281.06,4683418.42
after_2007,0005,F015378,Fluviodeltaic del Baix Ter - 17070-0012,512087,4650295
after_2007,0005,F015379,Fluviodeltaic del Baix Ter - 17070-0002,509596.53,4650535.16
after_2007,0005,F015386,Paleògens del Baix Ter - 17124-0020,515123.2,4648273.1
after_2007,0005,F015452,Cardó - Vandellòs - 43025-0102,296000,4536032
after_2007,0005,F015453,Priorat - 43116-0130,331249.68,4574936.39
after_2007,0005,F015458,Plioquaternari de l'Onyar - 17157-0025,485455.38,4636451.32
after_2007,0005,F015460,Al·luvials de la Baixa Costa Brava - 17048-0073,502708,4628377
after_2007,0005,F015461,Al·luvials de la Baixa Costa Brava - 17034-0053,508537,4632968
after_2007,0005,F015557,Plioquaternari de l'Onyar - 17233-0109,477609.37,4636093.08
after_2007,0005,F015699,Fluviodeltaic del Baix Ter - 17081-0055,508888.05,4653458.17
after_2007,0005,F015702,Fluviovolcànic de la Garrotxa - 17207-0081,453899.17,4666692.11
after_2007,0005,F015731,Garraf - 08074-0047,387406,4563696
after_2007,0005,F015748,Fossa de Móra - 43093-0014,300875.47,4553369.59
after_2007,0005,F015848,Maresme - 08197-0154,457488.07,4601037.48
after_2007,0005,F015879,Baixa Garrotxa-Pla de l'Estany - 17098-0027,478178.64,4671782.43
after_2007,0005,F015880,Baixa Garrotxa-Pla de l'Estany - 17098-0028,479023.66,4674245.43
after_2007,0005,F015881,Fluviovolcànic de la Garrotxa - 17149-0010,453455,4670944
after_2007,0005,F015882,Fluviovolcànic de la Garrotxa - 17185-0029,461635,4672166
after_2007,0005,F015883,Fluviovolcànic de la Garrotxa - 17207-0121,455433,4666447
after_2007,0005,F015915,Detrític neogen de l'Empordà - 17151-0002,502800.71,4675192.25
after_2007,0005,F016003,Moianès-Sant Llorenç del Munt - 08179-0003,409990,4609891
after_2007,0005,F016004,Plioquaternari de l'Onyar - 17002-0007,480837,4641500
after_2007,0005,F016006,Plioquaternari de l'Onyar - 17073-0026,485702.42,4641207.13
after_2007,0005,F016007,Plioquaternari de l'Onyar - 17150-0027,483618,4635767
after_2007,0005,F016008,Plioquaternari de l'Onyar - 17233-0006,478496,4637915
after_2007,0005,F016051,Conca alta de la Muga - 17001-0005,487605.59,4693124.57
after_2007,0005,F016079,Calcàries de Tàrrega - 25192-0012,365900.05,4613765.93
after_2007,0005,F016118,Calcàries de Tàrrega - 25104-0002,350336,4609146
after_2007,0005,F016119,Al·luvial del baix Segre_Cat - 25015-0006,299931.06,4631096.72
after_2007,0005,F016122,Al·luvial d'Urgell - 25113-0009,332339.69,4616212.75
after_2007,0005,F016124,Conca alta de Cardener i Llobregat - 08050-0011,397955,4663887
after_2007,0005,F016126,Baix Besòs i Pla de Barcelona - 08015-0029,437965,4589860
after_2007,0005,F016131,Montseny-Guilleries - 17009-0042,458547.29,4629886.51
after_2007,0005,F016152,Fluviovolcànic de la Garrotxa - 17114-0123,461286,4667323
after_2007,0005,F016153,Fluviovolcànic de la Garrotxa - 17114-0124,461462,4667329
after_2007,0005,F016278,Fossa de Móra - 43093-0078,299100,4551859
after_2007,0005,F016304,Al·luvials del Vallès - 08115-0022,435419.01,4597923.64
after_2007,0005,F016313,Baix Camp - 43123-0004,343905.56,4557016.27
after_2007,0005,F016322,Al·luvials del Vallès - 08135-0049,437994.13,4599844.72
after_2007,0005,F016323,Al·luvials del Vallès - 08124-0086,434610,4598646
after_2007,0005,F016324,Detrítics terciaris del Llobregat mig - 08010-0019,413196.22,4629257.86
after_2007,0005,F016326,N/D - Subterrània - 08092-0005,407162.46,4654952.09
after_2007,0005,F016330,Detrítics terciaris del Llobregat mig - 08191-0003,410213.2,4627386.88
after_2007,0005,F016331,Detrítics terciaris del Llobregat mig - 08192-0013,403907.17,4625160.92
after_2007,0005,F016333,Garraf - 43037-0066,381439,4562096
after_2007,0005,F016351,Moianès-Sant Llorenç del Munt - 08258-0005,422166,4635621
after_2007,0005,F016353,Detrítics terciaris del Llobregat mig - 08012-0020,415175.28,4637149.85
after_2007,0005,F016354,Moianès-Sant Llorenç del Munt - 08138-0048,425179,4633895
after_2007,0005,F016356,Moianès-Sant Llorenç del Munt - 08258-0036,417402,4633347
after_2007,0005,F016360,Al·luvials del Vallès - 08187-0099,423920.3,4603590.7
after_2007,0005,F016368,Detrítics terciaris del Llobregat mig - 08141-0024,403939.27,4638058.94
after_2007,0005,F016369,Detrítics terciaris del Llobregat mig - 08018-0002,406114.25,4635120.92
after_2007,0005,F016370,Detrítics terciaris del Llobregat mig - 08218-0008,399502,4624165
after_2007,0005,F016371,Detrítics terciaris del Llobregat mig - 08047-0021,389983.28,4642833.05
after_2007,0005,F016374,Detrítics terciaris del Llobregat mig - 08213-0003,405966.15,4622158.9
after_2007,0005,F016394,Detrítics terciaris del Llobregat mig - 08132-0006,387791.31,4646063.08
after_2007,0005,F016447,Fluviodeltaic del Baix Ter - 17004-0017,507257,4660770
after_2007,0005,F016448,Fluviodeltaic del Baix Ter - 17004-0070,508737,4661555
after_2007,0005,F016449,Fluviodeltaic del Baix Ter - 17062-0070,508985,4661812
after_2007,0005,F017227,Fluviodeltaic del Fluvià - Muga - 17047-0249,507940.9,4673424.01
after_2007,0005,F017229,Tremp-Isona - 25098-0014,340492,4658458
after_2007,0005,F017230,Sorres de Santa Oliva - 43140-0094,376710.24,4568514.27
after_2007,0005,F017232,Baix Gaià - 43131-0033,370470,4561178
after_2007,0005,F017405,Baix Camp - 43123-0069,338995,4557479
after_2007,0005,F017406,Plana de la Galera - 43006-0113,289135.25,4526991.64
after_2007,0005,F017407,Serra del Montsià - 43062-0012,290592.08,4503964.59
after_2007,0005,F017408,Plana de la Galera - 43063-0020,285258.09,4507097.64
after_2007,0005,F017409,Serra del Montsià - 43068-0016,289586,4508065
after_2007,0005,F017411,Plana de la Galera - 43078-0183,291804.14,4512129.6
after_2007,0005,F017412,Plana de la Galera - 43133-0059,284670.17,4517961.66
after_2007,0005,F017413,Plana d'Alcanar - 43136-0070,295129.04,4498725.55
after_2007,0005,F017414,Plana de la Galera - 43138-0039,289610.12,4510241.61
after_2007,0005,F017415,Plana de la Galera - 43138-0105,287012.12,4510318.63
after_2007,0005,F017416,Plana de la Galera - 43155-0279,289430.17,4515811.62
after_2007,0005,F017417,Al·luvial de Tortosa - 43155-0361,293283,4514798
after_2007,0005,F017418,Plana de la Galera - 43155-0452,288755.22,4523723.64
after_2007,0005,F017419,Plana de la Sènia_Cat - 43156-0052,286341,4497400
after_2007,0005,F017420,Plana de la Galera - 43156-0070,280070.06,4504272.67
after_2007,0005,F017421,Cardó - Vandellòs - 43903-0099,299983,4520058
after_2007,0005,F017422,Delta de l'Ebre - 43904-0094,300136.16,4513498.53
after_2007,0005,F017423,Cardó - Vandellòs - 43904-0163,299735,4516222
after_2007,0005,F017424,Delta de l'Ebre - 43904-0246,298267.15,4512387.55
after_2007,0005,F017425,Fossa de Móra - 43026-0030,298185,4549662
after_2007,0005,F017426,Fossa de Móra - 43026-0098,300477,4548055
after_2007,0005,F017428,Fossa de Móra - 43067-0051,300404,4545820
after_2007,0005,F017429,Fossa de Móra - 43093-0074,299650,4553149
after_2007,0005,F017432,Al·luvial del baix Segre_Cat - 25008-0002,306566,4621881
after_2007,0005,F017443,Al·luvial del baix Segre_Cat - 25156-0034,319283,4633472
after_2007,0005,F017445,Al·luvial del baix Segre_Cat - 25204-0007,282247.73,4591796.79
after_2007,0005,F017453,Al·luvial del baix Segre_Cat - 25038-0001,288477,4597126
after_2007,0005,F017460,Paleògens del Baix Ter - 17197-0009,512086.07,4645194.97
after_2007,0005,F017591,Plioquaternari de l'Onyar - 17033-0007,485786.36,4633032.31
after_2007,0005,F017593,Plioquaternari de l'Onyar - 17033-0111,485347.36,4633346.32
after_2007,0005,F017594,Plioquaternari de l'Onyar - 17033-0053,485735,4631728
after_2007,0005,F017597,Plioquaternari de l'Onyar - 17233-0020,476343,4637482
after_2007,0005,F017732,Baix Besòs i Pla de Barcelona - 08015-0061,436544.45,4588560.12
after_2007,0005,F017733,Baix Besòs i Pla de Barcelona - 08015-0063,436718.45,4588684.12
after_2007,0005,F017734,Baix Besòs i Pla de Barcelona - 08015-0062,436893.45,4588966.11
after_2007,0005,F017762,Detrític neogen de l'Empordà - 17222-0004,495838,4666234
after_2007,0005,F017775,Fluviovolcànic de la Garrotxa - 17184-0024,465691.07,4666653.31
after_2007,0005,F017776,Fluviovolcànic de la Garrotxa - 17184-0054,463007,4664496
after_2007,0005,F017780,Fluviovolcànic de la Garrotxa - 17139-0002,456619.57,4666840.59
after_2007,0005,F017838,Al·luvials de la Baixa Costa Brava - 17181-0043,498489.25,4629555.11
after_2007,0005,F017858,Al·luvials de la Baixa Costa Brava - 17181-0053,500940.15,4628372.39
after_2007,0005,F017890,Fluviodeltaic del Baix Ter - 17199-0060,515485.54,4651296.11
after_2007,0005,F017904,Plana de Vic - Collsacabra - 08254-0030,444450.6,4651996.1
after_2007,0005,F017910,Baix Besòs i Pla de Barcelona - 08019-0294,428465.86,4579050.66
after_2007,0005,F017920,Baix Besòs i Pla de Barcelona - 08019-0302,430590.89,4582747.65
after_2007,0005,F017928,Baix Besòs i Pla de Barcelona - 08019-0309,428805.88,4581023.66
after_2007,0005,F018020,Prades - Alt Francolí - 43021-0023,354946,4585821
after_2007,0005,F018021,Prades - Alt Francolí - 43021-0019,352573,4586206
after_2007,0005,F018217,Al·luvials del Vallès - 08136-0100,439402,4600020
after_2007,0005,F018317,Cardó - Vandellòs - 43155-0814,293290,4522842
after_2007,0005,F018759,Plioquaternari de l'Onyar - 17089-0147,488540.36,4632189.29
after_2007,0005,F018760,Plioquaternari de la Riera Santa Coloma - 17193-0119,478384.2,4626685.06
after_2007,0005,F018761,l'Ametlla de Mar- Perelló - 43104-0045,309968,4529548
after_2007,0005,F018762,Cardó - Vandellòs - 43903-0228,302491.18,4515481.52
after_2007,0005,F018763,Fossa de Móra - 43106-0001,291005.37,4543096.65
after_2007,0005,F018764,Fossa de Móra - 43084-0033,293891,4547625
after_2007,0005,F018924,Montseny-Guilleries - 17009-0206,455937.3,4630730.53
after_2007,0005,F019542,Prades - Alt Francolí - 43176-0002,335651.73,4581437.37
after_2007,0005,F019543,Delta de l'Ebre - 43903-0075,303252,4516296
after_2007,0005,F019748,Prades - Alt Francolí - 43061-0005,350697,4593539
after_2007,0005,F019803,Delta de l'Ebre - 43902-0009,313903,4507076
after_2007,0005,F019869,Paleògens del Baix Ter - 17124-0011,515721.53,4648962.11
after_2007,0005,F019870,Paleògens del Baix Ter - 17121-0061,510279.5,4646728.15
after_2007,0005,F019899,Delta de l'Ebre - 43903-0240,302083.18,4515496.52
after_2007,0005,F019920,Vall baixa i Delta del Llobregat - 08101-0004,424668.56,4578049.86
after_2007,0005,F019921,Vall baixa i Delta del Llobregat - 08019-0044,427256,4575831
after_2007,0005,F020078,Al·luvials de l'Albera i Cap de Creus - 17032-0023,522667,4681977
after_2007,0005,F020079,Al·luvials de l'Albera i Cap de Creus - 17092-0001,512351,4690267
after_2007,0005,F020080,Al·luvials de l'Albera i Cap de Creus - 17092-0002,512512,4690442
after_2007,0005,F020201,Garraf - 08270-0011,397830,4564646
after_2007,0005,F020204,Garraf - 08307-0050,392206,4567096
after_2007,0005,F020207,Cardó - Vandellòs - 43904-0017,300161,4516139
after_2007,0005,F020221,l'Ametlla de Mar- Perelló - 43906-0372,306557,4521767
after_2007,0005,F020371,Al·luvials del Vallès - 08187-0140,427106.01,4599445.7
after_2007,0005,F020778,Prelitoral del Vallès - 08120-0008,418356.05,4606195.78
after_2007,0005,F020796,Baix Camp - 43145-0467,346371.62,4564184.26
after_2007,0005,F020830,Prades - Alt Francolí - 43086-0053,345736,4580010
after_2007,0005,F020889,Detrític neogen de l'Empordà - 17026-0033,495343,4673893
after_2007,0005,F020970,Detrític neogen de l'Empordà - 17210-0188,504796.64,4665775.22
after_2007,0005,F020996,Alta Anoia - 43139-0025,364534,4599918
after_2007,0005,F020998,Fluviovolcànic de la Garrotxa - 17114-0129,456643.5,4671076.5
after_2007,0005,F021000,Baix Gaià - 43100-0003,355373.6,4559649.19
after_2007,0005,F021023,Baix Besòs i Pla de Barcelona - 08194-0032,434218,4586565
after_2007,0005,F021117,Garraf - 08270-0028,397754,4564769
after_2007,0005,F021257,Baix Besòs i Pla de Barcelona - 08019-0803,433200.9,4588978.6
after_2007,0005,F021297,Vall baixa i Delta del Llobregat - 08301-0303,419131.81,4573997.73
after_2007,0005,F021343,Baix Camp - 43167-0041,328358.5,4552276.38
after_2007,0005,F021382,Al·luvials de la Baixa Costa Brava - 17202-0011,494029,4619063
after_2007,0005,F021405,Carme-Capellades - 08048-0014,386167,4598262
after_2007,0005,F021462,Carme-Capellades - 08165-0033,389851.97,4600706.99
